Sample Rate,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duration,813.994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Segment,Session,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beacon Markers,84.7,159.948,232.269,303.252,372.743,442.36,511.191,581.397,649.906,734.443,813.994,,,,,,,,,,,,,,,,,,,,,,,,,,,
Segment Times,01:24.7,01:15.2,01:12.3,01:11.0,01:09.5,01:09.6,01:08.8,01:10.2,01:08.5,01:24.5,01:19.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time,GPS Speed,GPS Nsat,GPS LatAcc,GPS LonAcc,GPS Slope,GPS Heading,GPS Gyro,GPS Altitude,GPS PosAccuracy,GPS SpdAccuracy,GPS Radius,GPS Latitude,GPS Longitude,LoggerTemp,Battery,Predictive Time,#NAME?,Engine RPM,Speed,Gear,Water Temp,Head Temp,Exhaust Temp,Oil Temp,Oil Press,Brake Press,Throttle Pos,Brake Pos,Clutch Pos,Steering Pos,Lambda,Lateral Acc,Inline Acc,Fuel Level,Battery Voltage,Vertical Acc,Distance on GPS Speed,Distance on Vehicle Speed
s,km/h, ,g,g,deg,deg,deg/s,m,mm,km/h,m,deg,deg,°C,V, , ,rpm,km/h,gear,°C,°C,°C,°C,bar,bar,%,%,%,deg,lambda,g,g,%,V,g,m,m
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362.25,76.289,14,-1.1455,-0.4153,1.3302,59.5051,-30.0748,321.0711,4.5,0.137,40.372,10.90075104,77.05423854,40.5396,3.8193,69797.875,-1187.1229,4185.7261,81.2603,2,92,28.5,28.5,93.4,4.1059,5.1905,-6,58,0,-40.2113,0,0.071,-0.0273,0,12.3,0,10374.4238,10531.4297
362.3,75.6293,14,-1.1114,-0.3711,1.3912,58.3233,-29.464,321.1169,4.5,0.1245,40.8525,10.90075601,77.05424656,40.5955,3.82,69800.7422,-1184.2542,4161,81,2,92,28.5,28.5,93.4,4.09,4.27,-6,58,0,-5,0,0.74,-0.64,0,12.3,0,10375.4775,10532.5615
362.35,75.1182,14,-1.1104,-0.3499,1.3976,57.1059,-29.7014,321.134,4.5,0.12,40.252,10.9007613,77.05425443,40.6514,3.8207,69803.6172,-1181.3853,4111.729,80.4237,2,92.2017,28.5,28.5,93.3667,4.0817,4.27,-6,58,0,-4.1803,0,-1.3256,0.4502,0,12.3,0,10376.5244,10533.6719
362.4,74.33,14,-1.1024,-0.3639,1.443,55.6785,-29.738,321.1666,4.5,0.12,39.7808,10.90076657,77.05426194,40.7073,3.8214,69806.4844,-1178.5164,3990,79,2,92.7,28.5,28.5,93.2,4.04,4.27,-6,58,0,-4,0,-1.78,0.69,0,12.3,0,10377.5625,10534.7832
362.45,73.7955,14,-1.1108,-0.3859,1.4591,53.9655,-30.235,321.2023,4.5,0.12,38.8455,10.90077208,77.05426934,40.7632,3.8221,69809.3516,-1175.6476,3990,79,2,92.7,28.5,28.5,93.2,4.04,4.1884,-6,57.4559,0,-2.4211,0,-2.3603,0.6347,0,12.3,0,10378.5898,10535.8721
362.5,73.3422,14,-1.146,-0.4085,1.5082,52.244,-31.4959,321.2465,4.5,0.12,37.0612,10.90077786,77.05427657,40.8191,3.8227,69812.2188,-1172.7787,3947.3914,77.7826,2,92.7,28.5,28.5,93.2,4.0034,4.12,-6,57,0,0,0,-3.25,0.55,0,12.3,0,10379.6113,10536.9609
362.55,72.4634,14,-1.1993,-0.4211,1.5542,50.5517,-33.2958,321.2839,4.5,0.12,34.6377,10.90078363,77.05428348,40.875,3.8234,69814,-1171,3920,77,2,92.7,28.5,28.5,93.2,3.96,4.12,-6,57,0,0,0,-3.25,0.55,0,12.3,0,10380.624,10538.0352
362.6,71.5225,14,-1.256,-0.4126,1.6237,48.8692,-35.2423,321.3344,4.5,0.1305,32.2997,10.90078959,77.05429005,40.9309,3.8241,69814,-1171,3913.6086,76.8986,2,92.7,28.5,28.5,93.2,3.96,4.12,-6,57,0,0,0,-3.25,0.55,0,12.3,0,10381.624,10539.1094
362.65,70.7608,14,-1.2946,-0.394,1.6822,46.9631,-36.7088,321.3851,4.5,0.137,30.6791,10.90079575,77.05429639,40.9868,3.8248,69814,-1171,3867.9565,76.1739,2,92.7,28.5,28.5,93.2,3.9223,3.5013,-6,57.5574,0,-29.6,0,-2.222,0.194,0,12.3,0,10382.6113,10540.1709
362.7,69.9934,14,-1.302,-0.3879,1.7015,44.9254,-37.2958,321.4126,4.5,0.13,29.8688,10.90080208,77.0543024,41.0427,3.8255,69814,-1171,3857,76,2,92.7,28.5,28.5,93.2,3.91,3.01,-6,58,0,-74,0,-0.68,-0.34,0,12.3,0,10383.5879,10541.2324
362.75,69.2729,14,-1.2798,-0.3853,1.7441,43.1712,-37.0352,321.4456,4.5,0.13,29.7693,10.90080847,77.05430829,41.0986,3.8262,69814,-1171,3827.8508,75.0746,2,92.7,28.5,28.5,93.2,3.8931,2.6324,-5.8507,56.806,0,-74,0,-0.68,-0.34,0,12.3,0,10384.5547,10542.2705
362.8,68.7112,14,-1.2426,-0.3454,1.7883,41.6424,-36.3278,321.4893,4.5,0.13,30.1029,10.90081494,77.05431399,41.1545,3.8269,69814,-1171,3775.4595,73.4324,2,92.5676,28.5286,28.5286,93.2171,3.8466,0.7443,-5.1045,50.8358,0,-69.6364,0,-1,-0.4055,0,12.3,0,10385.5137,10543.3086
362.85,68.0333,14,-1.2101,-0.3023,1.8376,39.6965,-35.7001,321.5292,4.5,0.133,30.33,10.90082157,77.05431923,41.1858,3.8271,69814,-1171,3709.2432,71.4054,2,92.0946,28.8857,28.8857,93.4314,3.8037,0.0188,-4.3768,-23.5362,0,-67.0588,0,-1.6188,-0.1806,0,12.3,0,10386.4619,10544.3115
362.9,67.4342,14,-1.196,-0.2698,1.8687,37.848,-35.5699,321.5592,4.5,0.14,30.1729,10.90082836,77.05432423,41.2045,3.8272,69814,-1171,3696,71,2,92,29,29,93.5,3.79,-0.26,-4,-68,0,-66,0,-2.18,0.1,0,12.3,0,10387.4023,10545.3145
362.95,67.2358,14,-1.1949,-0.2404,1.8894,36.2055,-35.8023,321.5935,4.5,0.132,29.8888,10.90083527,77.05432915,41.2232,3.8273,69814,-1171,3674.9736,70.5526,2,92,29,29,93.5,3.7567,-0.2652,-3.3043,-74.087,0,-66.3235,0,-2.1385,0.0953,0,12.3,0,10388.3379,10546.293
363,66.9407,14,-1.2039,-0.2296,1.8977,34.4816,-36.3134,321.608,4.5,0.13,29.3389,10.90084236,77.05433373,41.2418,3.8274,69814,-1171,3649,70,2,92,29,29,93.5,3.69,-0.287,-0.4058,-99.4493,0,-74.4118,0,-1.1018,-0.0224,0,12.3,0,10389.2695,10547.2725
363.05,66.451,14,-1.2422,-0.2694,1.9284,32.5412,-37.7183,321.632,4.5,0.133,28.0394,10.90084939,77.05433802,41.2605,3.8275,69814,-1171,3649,70,2,92,29,29,93.5,3.69,-0.29,0,-103,0,-77,0,-0.77,-0.06,0,12.3,0,10390.1953,10548.2441
363.1,65.8705,14,-1.2789,-0.2877,1.9298,30.4698,-39.1354,321.6584,4.5,0.14,26.788,10.90085665,77.054342,41.2792,3.8276,69806.8359,-1178.166,3649,70,2,92,29,29,93.5,3.69,-0.29,0,-103,0,-77,0,-0.77,-0.06,0,12.3,0,10391.1133,10549.2168
363.15,65.3369,14,-1.3034,-0.2678,1.9626,28.4947,-40.2111,321.6848,4.5,0.14,25.8602,10.90086389,77.05434565,41.2978,3.8277,69799.5234,-1185.4783,3623.4688,69.4062,2,92,29,29,93.5,3.6627,-0.3017,1.6333,-99.2667,0,-77.5333,0,-0.808,-0.0527,0,12.3,0,10392.0244,10550.1816
363.2,64.8369,13,-1.3272,-0.2423,1.9705,26.4999,-41.2629,321.7066,4.5,0.14,25.0082,10.90087129,77.05434904,41.3165,3.8278,69792.2109,-1192.7905,3606,69,2,92,29,29,93.5,3.6185,-0.3371,7.5143,-82.0857,0,-84.2,0,-1.283,0.039,0,12.3,0,10392.9287,10551.1475
363.25,64.1884,13,-1.3052,-0.2067,2.0217,24.3666,-40.8616,321.7463,4.5,0.14,25.0012,10.90087855,77.05435215,41.3352,3.8279,69784.8984,-1200.1028,3599.3044,68.8406,2,92,29,29,93.5,3.5774,-0.3014,13.9429,-20.6571,0,-86.2394,0,-2.1394,-0.0677,0,12.3,0,10393.8232,10552.0996
363.3,63.769,13,-1.2844,-0.1573,2.0525,22.1066,-40.4549,321.7771,4.555,0.1455,25.0876,10.90088609,77.05435489,41.3538,3.828,69777.5859,-1207.415,3568.8696,68.1159,2,92,29,29,93.5,3.57,-0.29,16,-1,0,-87,0,-2.63,-0.14,0,12.3,0,10394.7109,10553.0518
363.35,63.5037,13,-1.3053,-0.094,2.0846,19.9263,-41.3104,321.8134,4.6,0.15,24.4658,10.90089363,77.05435737,41.3725,3.8281,69770.2734,-1214.7273,3805.8386,67.3226,2,92.2032,29.4721,29.4721,93.6574,3.5438,-0.2864,20.3279,-464.8033,0,-87.1936,0,-2.3687,-0.2097,0,12.3,0,10395.5947,10553.9902
363.4,63.5985,13,-1.3138,-0.0362,2.0878,18.1222,-41.7044,321.8421,4.6,0.1495,24.2708,10.90090127,77.0543596,41.3912,3.8282,69762.9609,-1222.0396,3921,67,2,92.3,29.9,29.9,93.8,3.52,-0.28,28,-1287,0,-88,0,-1.28,-0.5,0,12.3,0,10396.4775,10554.9287
363.45,63.7918,13,-1.2667,0.0321,2.0716,16.4562,-40.2569,321.8529,4.6,0.14,25.22,10.90090908,77.05436171,41.4099,3.8282,69755.6484,-1229.3518,3855.1968,66.7049,2,92.3,29.9,29.9,93.8,3.525,-0.28,28,-1287,0,-88,0,-1.28,-0.5,0,12.3,0,10397.3633,10555.8525
363.5,64.055,13,-1.213,0.0856,2.0703,14.725,-38.5283,321.8755,4.6,0.14,26.4602,10.90091692,77.05436356,41.4285,3.8283,69748.3359,-1236.6641,3698,66,2,92.3,29.9,29.9,93.8,3.55,-0.288,25.6102,-262.5593,0,-90,0,-1.5067,-0.42,0,12.3,0,10398.251,10556.7764
363.55,64.1864,13,-1.1811,0.1288,2.0712,12.5639,-37.4395,321.904,4.6,0.148,27.2856,10.90092488,77.05436499,41.4472,3.8284,69741.0234,-1243.9763,3698,66,2,92.3,29.9,29.9,93.8,3.55,-0.29,25,-1,0,-91,0,-1.62,-0.38,0,12.3,0,10399.1406,10557.6934
363.6,64.3174,13,-1.1839,0.1609,2.074,10.382,-37.4081,321.9197,4.6,0.1605,27.3642,10.900933,77.0543662,41.4659,3.8285,69733.7109,-1251.2886,3698,66,2,92.3,29.9,29.9,93.8,3.55,-0.29,25,-1,0,-90.5,0,-1.582,-0.324,0,12.3,0,10400.0342,10558.6094
363.65,64.5914,13,-1.2066,0.1629,2.0372,8.3585,-37.9733,321.9339,4.6,0.173,27.0718,10.90094115,77.05436708,41.4845,3.8286,69726.3984,-1258.6008,3712.4761,66,2,92.3,29.9,29.9,93.8,3.5522,-0.2929,24.9516,-1,0,-86.9286,0,-1.3106,0.076,0,12.3,0,10400.9297,10559.5283
363.7,64.7935,13,-1.238,0.1658,2.0167,6.3067,-38.8028,321.9479,4.6,0.1745,26.5759,10.9009493,77.05436763,41.5032,3.8287,69719.0859,-1265.9131,3743.1267,66.3099,2,92.3,29.9,29.9,93.8,3.56,-0.3413,24.1452,-1,0,-86,0,-1.24,0.18,0,12.3,0,10401.8281,10560.4473
363.75,64.8704,13,-1.2363,0.1688,2.0218,4.7636,-38.5948,321.9648,4.6,0.17,26.7509,10.90095751,77.05436805,41.5219,3.8288,69711.7734,-1273.2253,3775.5212,67.7183,2,92.3,29.9,29.9,93.8,3.5899,-0.3867,24.6119,-1,0,-86.9254,0,-1.041,0.0134,0,12.3,0,10402.7285,10561.3799
363.8,65.1366,13,-1.2113,0.1775,1.988,3.2634,-37.6567,321.9866,4.6,0.16,27.5298,10.90096576,77.05436833,41.5405,3.8289,69704.4609,-1280.5376,3782,68,2,92.3,29.9,29.9,93.8,3.6,-0.41,25,-1,0,-88,0,-0.81,-0.18,0,12.3,0,10403.6318,10562.3125
363.85,65.6227,13,-1.1927,0.1822,1.9518,1.4644,-36.9153,321.9882,4.6,0.16,28.2923,10.9009741,77.05436821,41.5402,3.829,69697.1484,-1287.8499,3768.353,68,2,92.2529,30.8246,30.8246,93.7681,3.6128,-0.3835,25.1765,-1,0,-88,0,-0.81,-0.18,0,12.3,0,10404.54,10563.2568
363.9,66.092,13,-1.1532,0.1865,1.907,-0.8581,-35.5324,321.9821,4.6,0.1655,29.6036,10.90098262,77.0543676,41.5309,3.8291,69689.8359,-1295.1621,3753,68,2,92.2,32.8,32.8,93.7,3.64,-0.2732,25.9118,-1,0,-81.4,0,-1.1913,-0.048,0,12.3,0,10405.4551,10564.2012
363.95,66.4371,13,-1.1178,0.193,1.8769,-3.0206,-34.28,321.9861,4.6,0.17,30.8454,10.90099106,77.05436681,41.5216,3.8292,69682.5234,-1302.4744,3753,68,2,92.2,32.8,32.8,93.7,3.64,-0.26,26,-1,0,-79,0,-1.33,0,0,12.3,0,10406.376,10565.1455
364,66.567,13,-1.1048,0.1939,1.8694,-4.6586,-33.7183,322.0049,4.6,0.16,31.4205,10.90099943,77.05436581,41.5122,3.8294,69675.2109,-1309.7866,3753,68,2,92.2,32.8,32.8,93.7,3.64,-0.26,26,-1,0,-79,0,-1.33,0,0,12.3,0,10407.2998,10566.0898
364.05,66.8605,13,-1.1576,0.1942,1.839,-5.8507,-35.1616,322.0215,4.6,0.157,30.2636,10.9010078,77.05436475,41.5029,3.8295,69667.8984,-1317.0988,3811.1292,68.5484,2,92.2,32.8,32.8,93.7,3.6555,-0.2819,27.9688,-1,0,-79.1385,0,-1.3018,-0.0037,0,12.3,0,10408.2266,10567.041
364.1,67.191,13,-1.1735,0.2101,1.807,-7.1667,-35.4733,322.0202,4.6,0.1445,30.1461,10.9010162,77.0543634,41.4936,3.8296,69658.1016,-1326.8989,3859,69,2,92.2,32.8,32.8,93.7,3.6885,-0.36,35,-1,0,-81.4462,0,-0.8326,-0.0652,0,12.3,0,10409.1582,10567.9932
364.15,67.4435,13,-1.1717,0.2129,1.7742,-9.067,-35.2355,322.0204,4.6,0.148,30.4635,10.9010246,77.05436171,41.4843,3.8297,69647.4297,-1337.573,3859.3999,69,2,92.2,32.8,32.8,93.7,3.7237,-0.3675,38.7313,-1,0,-73.2308,0,-0.7843,0.1363,0,12.3,0,10410.0928,10568.9512
364.2,67.9043,13,-1.1605,0.2114,1.6785,-11.4384,-34.7169,321.9888,4.6,0.17,31.1298,10.90103324,77.05435946,41.475,3.8299,69636.75,-1348.2472,3864.3999,69,2,92.2,32.8,32.8,93.7,3.73,-0.37,40,-1,0,-67,0,-0.83,0.29,0,12.3,0,10411.0322,10569.9092
364.25,68.3538,13,-1.119,0.2102,1.6804,-13.0855,-33.3047,322.0166,4.6,0.167,32.6646,10.90104153,77.05435713,41.4657,3.83,69626.0781,-1358.9214,3968.7144,70.2571,2,92.2,32.8,32.8,93.7,3.7346,-0.3575,40.3134,-1,0,-66.8358,0,-0.7922,0.2293,0,12.3,0,10411.9795,10570.8809
364.3,68.7355,13,-1.1004,0.233,1.6512,-14.595,-32.5817,322.0182,4.6,0.1545,33.5759,10.90104994,77.0543546,41.4563,3.8301,69615.4062,-1369.5955,4030,71,2,92.2,32.8,32.8,93.7,3.74,-0.33,41,-1,0,-66.0896,0,-0.6206,-0.0469,0,12.3,0,10412.9316,10571.8535
364.35,69.2164,13,-1.1024,0.285,1.5847,-16.38,-32.4535,322.0109,4.6,0.158,33.9444,10.90105831,77.05435168,41.447,3.8302,69604.7266,-1380.2697,4040.2581,71.1936,2,92.1032,32.85,32.85,93.7094,3.7425,-0.33,41,-1,0,-66,0,-0.6,-0.08,0,12.3,0,10413.8896,10572.8467
364.4,69.6892,13,-1.1237,0.3388,1.5851,-17.9176,-32.845,322.0236,4.6,0.16,33.7689,10.90106669,77.05434873,41.4377,3.8304,69594.0547,-1390.9438,4083,72,2,91.7,34.1,34.1,93.9437,3.805,-0.391,41,-1,0,-61.1613,0,-0.8758,-0.4235,0,12.3,0,10414.8545,10573.8398
364.45,70.2902,13,-1.1096,0.3605,1.5542,-19.2468,-32.1638,322.0445,4.6,0.157,34.7814,10.90107505,77.05434544,41.4284,3.8305,69583.3828,-1401.6179,4083,72,2,91.7,34.4,34.4,94,3.82,-0.42,41,-1,0,-56,0,-1.17,-0.79,0,12.3,0,10415.8271,10574.8398
364.5,70.7186,13,-1.0473,0.3671,1.5164,-20.6439,-30.0923,322.036,4.6,0.15,37.4023,10.90108347,77.0543419,41.4191,3.8306,69572.7109,-1412.2921,4083,72,2,91.7,34.4,34.4,94,3.82,-0.42,41,-1,0,-56,0,-1.17,-0.79,0,12.3,0,10416.8066,10575.8398
364.55,71.4235,13,-0.9645,0.376,1.441,-22.1959,-27.4668,322.0142,4.6,0.142,41.386,10.90109183,77.05433798,41.4098,3.8307,69565.1641,-1419.8359,4092.375,72.4688,2,91.7,34.4,34.4,94,3.8228,-0.4158,42.5278,-1,0,-56,0,-1.17,-0.79,0,12.3,0,10417.7939,10576.8477
364.6,72.3494,13,-0.9126,0.3816,1.4042,-23.6168,-25.7518,322.0279,4.6,0.14,44.7144,10.90110028,77.05433398,41.4004,3.8309,69558.2188,-1426.7836,4132.9219,73.2078,2,91.7,34.4,34.4,94,3.8342,-0.395,50.1667,-1,0,-46.8235,0,-1.6147,-0.4582,0,12.3,0,10418.792,10577.8564
364.65,73.0846,13,-0.9323,0.388,1.3919,-25.0899,-26.0652,322.0339,4.6,0.14,44.6257,10.90110858,77.05432955,41.3911,3.831,69551.2656,-1433.7312,4226.4287,73.8571,2,91.7,34.4,34.4,94,3.8689,-0.2831,52.5938,-1,0,-42.5522,0,-1.2493,-0.5125,0,12.3,0,10419.8027,10578.8789
364.7,73.7615,13,-0.9635,0.4077,1.3721,-26.3237,-26.6916,322.0524,4.6,0.14,43.982,10.90111695,77.05432508,41.3818,3.8311,69544.3203,-1440.6788,4247,74,2,91.7,34.4,34.4,94,3.88,-0.21,53,-1,0,-42,0,-0.57,-0.75,0,12.3,0,10420.8242,10579.9014
364.75,74.4043,13,-0.928,0.4191,1.3491,-27.5985,-25.4635,322.0587,4.6,0.14,46.505,10.90112527,77.05432038,41.3725,3.8312,69537.375,-1447.6265,4391.2573,75.4571,2,91.7,34.4,34.4,94,3.8869,-0.2324,52.8507,-1,0,-42,0,-0.57,-0.75,0,12.3,0,10421.8535,10580.9502
364.8,74.9665,13,-0.9499,0.4106,1.3131,-28.8367,-25.8079,322.0463,4.6,0.13,46.2312,10.90113349,77.05431554,41.3632,3.8313,69530.4297,-1454.574,4544,77,2,91.7,34.4,34.4,94,3.9,-0.3443,52.1045,-1,0,-30.9706,0,-2.1068,-0.2279,0,12.3,0,10422.8906,10581.999
364.85,75.648,13,-1.008,0.4147,1.2556,-30.0203,-27.1256,322.0376,4.6,0.13,44.3852,10.90114185,77.05431035,41.3487,3.8311,69523.4766,-1461.5216,4544,77,2,91.7,34.4,34.4,94,3.9,-0.36,52,-1,0,-31,0,-2.605,-0.19,0,12.3,0,10423.9375,10583.0742
364.9,76.3568,13,-1.0602,0.4365,1.2122,-31.3283,-28.2602,322.0159,4.6,0.13,43.0024,10.90115011,77.05430502,41.3316,3.8306,69516.5312,-1468.4692,4507.0615,77.7538,2,91.4738,34.7582,34.7582,93.7612,3.9358,-0.3994,52,-1,0,-35,0,-2.55,-0.34,0,12.3,0,10424.9941,10584.1484
364.95,77.1133,13,-1.1107,0.4512,1.151,-32.8757,-29.3147,322.0075,4.6,0.138,41.8662,10.90115826,77.05429938,41.3145,3.8301,69509.7891,-1475.2094,4495,78,2,91.4,35,35,93.6,3.96,-0.45,52,-1,0,-35,0,-2.55,-0.34,0,12.3,0,10426.0605,10585.2305
365,78.0259,13,-1.1604,0.4482,1.1034,-34.5881,-30.32,321.9906,4.6,0.15,40.9571,10.90116643,77.05429329,41.2974,3.8297,69506.3047,-1478.6976,4495,78,2,91.4,35,35,93.6,3.96,-0.45,52,-1,0,-35,0,-2.55,-0.34,0,12.3,0,10427.1377,10586.3115
365.05,79.0039,13,-1.1841,0.4642,1.0789,-36.0359,-30.6347,321.9974,4.6,0.15,41.0445,10.90117439,77.05428703,41.2803,3.8292,69502.8125,-1482.186,4498.3936,78.0492,2,91.4,35,35,93.6,3.96,-0.4045,55.7879,-1,0,-47.8197,0,-2.6559,-0.1895,0,12.3,0,10428.2295,10587.4004
365.1,79.7916,13,-1.158,0.4735,1.0468,-37.4399,-29.6563,321.9883,4.6,0.15,42.8213,10.90118241,77.05428051,41.2631,3.8287,69499.3281,-1485.6744,4554.9507,78.8689,2,91.4,35,35,93.6,3.96,-0.39,57,-1,0,-58,0,-2.74,-0.07,0,12.3,0,10429.334,10588.4902
365.15,80.5344,13,-1.1239,0.4574,0.975,-39.2053,-28.4877,321.9442,4.6,0.15,44.993,10.90119028,77.05427355,41.246,3.8283,69495.8359,-1489.1628,4624.5293,80.2353,2,91.4,35,35,93.6,3.9929,-0.3597,57.9333,-1,0,-57.8689,0,-2.6148,-0.0798,0,12.3,0,10430.4473,10589.5996
365.2,81.2967,13,-1.0601,0.4311,0.8847,-40.8421,-26.6075,321.8981,4.6,0.1595,48.6283,10.90119807,77.05426643,41.2289,3.8278,69492.3516,-1492.6511,4662,81,2,91.4,35,35,93.6,4.03,-0.2594,61,-1,0,-56.2295,0,-1.0492,-0.2028,0,12.3,0,10431.5713,10590.71
365.25,82.0588,13,-1.0116,0.3995,0.8616,-41.6691,-25.1616,321.8922,4.6,0.15,51.9047,10.90120579,77.0542593,41.2118,3.8273,69488.8594,-1496.1395,4726.0586,81.5294,2,91.4,35,35,93.6,4.0309,-0.2516,61,-1,0,-45.4154,0,-0.83,-0.5508,0,12.3,0,10432.707,10591.8535
365.3,82.4553,13,-0.9813,0.3576,0.8574,-42.8584,-24.2041,321.8959,4.6,0.15,54.2187,10.90121334,77.05425189,41.1947,3.8269,69485.375,-1499.6279,4992.9707,83.7353,2,91.4,35,35,93.6,4.0529,-0.25,61,-1,0,-40,0,-0.83,-0.72,0,12.3,0,10433.8496,10592.998
365.35,82.69,13,-0.9447,0.3062,0.8219,-43.8061,-23.129,321.8884,4.6,0.142,56.9006,10.90122079,77.05424446,41.1776,3.8264,69481.8828,-1503.1163,5025,84,2,91.4,35.2464,35.2464,93.7478,4.0748,-0.276,61,-1,0,-34.75,0,-0.7009,-0.7244,0,12.3,0,10434.9971,10594.1699
365.4,83.4251,13,-0.9446,0.2708,0.7884,-44.7757,-22.9794,321.8811,4.6,0.14,57.78,10.90122819,77.0542366,41.1604,3.8259,69479.1484,-1505.8518,5077.1646,84.9315,2,91.5863,35.5,35.5,93.9,4.09,-0.32,61,-1,0,-16,0,-0.24,-0.74,0,12.3,0,10436.1504,10595.3408
365.45,84.1152,13,-0.9761,0.2906,0.7404,-46.0059,-23.613,321.868,4.6,0.143,56.6947,10.90123552,77.05422865,41.1433,3.8255,69477.2969,-1507.7037,5137,86,2,91.8,35.5,35.5,93.9,4.09,-0.32,61,-1,0,-16,0,-0.24,-0.74,0,12.3,0,10437.3154,10596.5273
365.5,84.7542,13,-0.9906,0.3401,0.7175,-47.4297,-23.8186,321.8667,4.6,0.15,56.6324,10.90124261,77.05422038,41.1262,3.825,69475.4453,-1509.5555,5137,86,2,91.8,35.5,35.5,93.9,4.09,-0.32,61,-1,0,-16,0,-0.24,-0.74,0,12.3,0,10438.4883,10597.7148
365.55,85.3244,13,-0.9972,0.3903,0.6887,-48.7807,-23.8096,321.8616,4.6,0.158,57.035,10.90124956,77.05421189,41.1091,3.8245,69473.5938,-1511.4073,5260.8804,86.7463,2,91.8,35.5,35.5,93.9,4.108,-0.1832,61,-1,0,-15.7273,0,-0.0736,-0.5955,0,12.3,0,10439.6699,10598.916
365.6,85.9669,13,-1.039,0.4278,0.6662,-50.1509,-24.6105,321.8651,4.6,0.1605,55.5943,10.90125645,77.05420318,41.092,3.8241,69471.7422,-1513.2593,5303,87,2,91.8,35.5,35.5,93.9,4.12,-0.01,61,-1,0,-14.7742,0,0.2981,-0.2319,0,12.3,0,10440.8594,10600.1182
365.65,86.5262,13,-1.0992,0.4604,0.6405,-51.4234,-25.8087,321.8547,4.6,0.167,53.3582,10.90126308,77.05419418,41.0749,3.8236,69469.8906,-1515.1111,5354.1177,87.3235,2,91.8,35.5,35.5,93.9,4.1288,-0.01,61,-1,0,-9.129,0,-1.5003,-0.7803,0,12.3,0,10442.0586,10601.334
365.7,87.3038,13,-1.1143,0.4636,0.6005,-52.473,-25.9256,321.8338,4.6,0.16,53.595,10.9012698,77.05418506,41.0578,3.8231,69468.0391,-1516.963,5472.873,88.1905,2,91.8,35.5,35.5,93.9,4.1656,-0.415,69.25,-1,0,-8,0,-1.86,-0.89,0,12.3,0,10443.2656,10602.5508
365.75,88.468,13,-1.0723,0.4491,0.534,-53.6514,-24.7218,321.8028,4.6,0.16,56.9542,10.90127634,77.05417556,41.0406,3.8227,69466.1875,-1518.8148,5621.2856,90.5714,2,91.8,35.5,35.5,93.9,4.1891,-0.4434,76.0597,-1,0,-3.4697,0,-1.5359,-0.6321,0,12.3,0,10444.4863,10603.7949
365.8,89.6502,13,-1.064,0.4298,0.4876,-54.789,-24.3142,321.7715,4.6,0.1595,58.6828,10.90128284,77.05416584,41.0235,3.8222,69464.7266,-1520.2742,5648,91,2,91.8,35.5,35.5,93.9,4.2,-0.34,80,-1,0,5,0,-0.93,-0.15,0,12.3,0,10445.7227,10605.04
365.85,90.2038,13,-1.0246,0.4065,0.4346,-55.9033,-23.2216,321.7284,4.6,0.15,61.8234,10.90128919,77.05415597,41.0022,3.8219,69463.9609,-1521.0355,5658.2856,91.381,2,91.8762,35.6,35.6,94,4.214,-0.3274,79.7143,-1,0,5,0,-0.93,-0.15,0,12.3,0,10446.9727,10606.3105
365.9,90.4965,13,-1.0047,0.3986,0.3727,-57.271,-22.5911,321.6883,4.6,0.1555,63.7551,10.9012953,77.05414601,40.9789,3.8218,69463.2031,-1521.797,5675,92,2,92,35.9571,35.9571,94.3571,4.264,-0.1703,76.1429,-1,0,-0.4265,0,-0.8215,-0.1922,0,12.3,0,10448.2275,10607.5811
365.95,91.0341,13,-1.0295,0.3878,0.3292,-58.6749,-22.9735,321.6598,4.6,0.16,63.0664,10.90130112,77.05413596,40.9556,3.8216,69462.4453,-1522.5583,5675,92,2,92,36,36,94.4,4.27,-0.12,75,-1,0,-4,0,-0.75,-0.22,0,12.3,0,10449.4883,10608.8594
366,91.4913,13,-1.0462,0.3747,0.3019,-59.7156,-23.1742,321.6402,4.6,0.16,62.8341,10.90130689,77.05412573,40.9323,3.8214,69461.6797,-1523.3198,5675,92,2,92,36,36,94.4,4.27,-0.12,75,-1,0,-4,0,-0.75,-0.22,0,12.3,0,10450.7559,10610.1367
366.05,92.1633,13,-1.0516,0.3539,0.2897,-60.6428,-23.1325,321.6397,4.6,0.16,63.4098,10.90131259,77.0541153,40.9089,3.8212,69460.9219,-1524.0812,5717.5,93.1333,2,92,36,36,94.4,4.2779,-0.1697,75,-1,0,-4.6885,0,-0.7303,-0.1979,0,12.3,0,10452.0322,10611.4287
366.1,93.0714,13,-1.0634,0.3467,0.2932,-61.7288,-23.2385,321.6524,4.6,0.16,63.7425,10.90131804,77.05410455,40.8856,3.821,69460.1562,-1524.8427,5750,94,2,92,36,36,94.4,4.29,-0.3352,75.0323,-0.8387,0,-16.1639,0,-0.4025,0.171,0,12.3,0,10453.3184,10612.7207
